x,y,Z,Temperature
0.217945,0.0806938,275,300.0
0.218658,0.081073,275,300.0
0.326056,0.069881,275,300.0
0.319117,0.0682791,275,300.0
0.317111,0.0580628,275,300.0
0.321167,0.0588243,275,300.0
0.332391,0.062321,275,300.0
0.332629,0.0592169,275,300.0
0.334568,0.0607385,275,300.0
0.326439,0.0773825,275,300.0
0.322639,0.0763858,275,300.0
0.329891,0.0757477,275,300.0
0.321455,0.0809574,275,300.0
0.326096,0.0851129,275,300.0
0.330447,0.0795765,275,300.0
0.045449,-0.0367963,275,300.002
0.0507084,-0.0435634,275,300.0
0.0604892,-0.0354318,275,300.002
0.0468694,-0.0348472,275,300.002
0.0589222,-0.0432911,275,300.0
0.0479749,-0.0440487,275,300.0
0.0497989,-0.0459572,275,300.0
0.0382864,-0.0500975,275,300.0
0.044839,-0.034934,275,300.002
0.0374313,-0.0503629,275,300.0
0.0375409,-0.0504671,275,300.0
0.0443579,-0.0350836,275,300.002
0.0575926,-0.0479998,275,300.0
0.0377784,-0.0506783,275,300.0
0.052586,-0.054721,275,300.0
0.323738,-0.0347655,275,300.0
0.324352,-0.0244837,275,300.0
0.316583,-0.0196023,275,300.0
0.331919,-0.0178292,275,300.0
0.327414,-0.0147599,275,300.0
0.331492,-0.0267233,275,300.0
0.33828,-0.0276591,275,300.0
0.336104,-0.0164099,275,300.0
0.334464,-0.0132463,275,300.0
-0.0264563,0.0443941,275,300.005
-0.0277768,0.0355092,275,300.005
-0.018656,0.0337665,275,300.269
-0.0361002,0.033278,275,300.001
-0.0321899,0.0303664,275,300.01
-0.025879,0.0299325,275,300.018
-0.0203029,0.0307881,275,300.195
-0.0252252,0.0265776,275,300.024
0.0669048,0.0657747,275,322.087
0.0609388,0.0635102,275,324.684
0.064391,0.0619884,275,325.023
0.0821931,0.0763217,275,321.487
0.0819361,0.0761555,275,321.461
0.0821758,0.076188,275,321.523
0.082026,0.0764051,275,321.348
0.0719067,0.0674478,275,321.364
0.0787369,0.0637109,275,324.719
0.0697157,0.0689402,275,319.13
0.0603647,0.0727158,275,314.737
0.0597877,0.0719509,275,315.652
0.0615119,0.0721922,275,315.345
0.0607505,0.0736508,275,314.147
0.0705259,0.0610522,275,324.573
0.0725652,0.0583821,275,326.419
0.0697919,0.057771,275,326.866
0.0682673,0.0776725,275,312.494
-0.15939,0.105903,275,300.0
-0.160534,0.105791,275,300.0
-0.159463,0.10524,275,300.0
-0.159772,0.107171,275,300.0
-0.158417,0.105922,275,300.0
-0.100803,-0.0390411,275,300.0
-0.0915854,-0.0471691,275,300.0
-0.0888612,-0.041583,275,300.0
-0.0945909,-0.0357022,275,300.0
-0.105353,-0.0494388,275,300.0
-0.103118,-0.05104,275,300.0
-0.104176,-0.0425959,275,300.0
-0.102359,-0.0365578,275,300.0
-0.103231,-0.0382714,275,300.0
-0.0985359,-0.0248829,275,300.0
-0.104767,-0.0348299,275,300.0
-0.106987,-0.0230912,275,300.0
-0.107257,-0.0492175,275,300.0
-0.115136,-0.0327332,275,300.0
-0.115191,-0.0351239,275,300.0
-0.112923,-0.0395007,275,300.0
0.0428879,0.0836926,275,302.733
0.0437351,0.0846337,275,302.325
0.0424132,0.0852442,275,301.906
0.04796,0.086507,275,302.651
0.0467721,0.0800855,275,305.648
0.1672,-0.0534864,275,300.0
0.163808,-0.0484581,275,300.0
0.159677,-0.0561896,275,300.0
0.163416,-0.0609301,275,300.0
0.16748,-0.0633273,275,300.0
0.169021,-0.0614134,275,300.0
0.158169,-0.0471267,275,300.0
0.165577,-0.0635147,275,300.0
0.157404,-0.0594651,275,300.0
0.158291,-0.0712842,275,300.0
0.163159,-0.0688436,275,300.0
0.146579,-0.0694975,275,300.0
0.153115,-0.0543123,275,300.0
0.15025,-0.0576818,275,300.0
-0.00127593,-0.00659848,275,305.594
0.0,0.0,275,339.907
-0.00464916,-0.00638627,275,303.02
0.000238476,-0.0119796,275,300.722
0.00454131,-0.00665234,275,308.938
0.00895086,-0.00186601,275,330.421
0.0118936,-0.00218509,275,330.87
0.00952368,-0.00745617,275,308.656
0.011398,0.0,275,339.923
0.0015766,-0.0121272,275,301.347
0.159845,0.0595448,275,305.701
0.168723,0.0616265,275,303.076
0.162039,0.0634078,275,304.068
0.162786,0.0564741,275,305.47
0.158219,0.0625774,275,305.254
0.160322,0.0577312,275,306.14
0.157123,0.0580725,275,308.993
-0.00988057,-0.0569879,275,300.0
-0.0101824,-0.055109,275,300.0
-0.0119945,-0.0562404,275,300.0
-0.0088035,-0.0551473,275,300.0
-0.0115251,-0.0528035,275,300.0
0.114552,-0.0613277,275,300.0
0.125916,-0.0608747,275,300.0
0.121272,-0.0512169,275,300.0
0.115197,-0.0582088,275,300.0
0.129733,-0.0565754,275,300.0
0.118777,-0.0477723,275,300.0
0.120349,-0.0480833,275,300.0
0.129914,-0.0616445,275,300.0
0.124922,-0.0663308,275,300.0
0.13115,-0.0532032,275,300.0
0.115205,-0.0625108,275,300.0
0.123458,-0.0708473,275,300.0
0.13473,-0.0560773,275,300.0
0.138934,-0.0621963,275,300.0
0.126778,-0.0713684,275,300.0
0.144,0.06,275,339.872
0.150375,0.0645344,275,312.349
0.147356,0.065361,275,314.853
0.150473,0.070644,275,307.424
0.153659,0.065731,275,308.144
0.0752861,-0.0206504,275,300.673
0.0800157,-0.0239395,275,300.166
0.083249,-0.0186577,275,301.722
0.0791778,-0.0164063,275,302.012
0.090065,-0.0233226,275,300.245
0.0835155,-0.0282835,275,300.106
0.0902388,-0.0235573,275,300.242
0.0782486,-0.0314179,275,300.012
0.0765055,-0.0293819,275,300.04
0.0849429,-0.0148651,275,302.592
0.0901398,-0.0229861,275,300.345
0.0880024,-0.0334146,275,300.008
-0.18198,0.0777366,275,300.0
-0.181891,0.0818789,275,300.0
-0.184681,0.08054,275,300.0
-0.17719,0.08248,275,300.0
-0.19,0.0838995,275,300.0
-0.185797,0.0848027,275,300.0
-0.182043,0.0879183,275,300.0
-0.18598,0.091782,275,300.0
-0.19,0.0894643,275,300.0
-0.181884,0.0932661,275,300.0
-0.177352,0.0877904,275,300.0
-0.182432,0.192561,275,300.0
-0.182569,0.190199,275,300.0
-0.180714,0.19098,275,300.0
-0.180816,0.194454,275,300.0
-0.172806,0.195656,275,300.0
-0.172374,0.196459,275,300.0
-0.172284,0.195717,275,300.0
-0.180421,0.202655,275,300.0
-0.182658,0.200922,275,300.0
-0.18266,0.202509,275,300.0
-0.183871,0.202297,275,300.0
-0.188358,0.196885,275,300.0
-0.19,0.196367,275,300.0
-0.18375,0.192485,275,300.0
-0.19,0.198454,275,300.0
-0.0390524,0.100945,275,300.0
-0.0323256,0.0951669,275,300.0
-0.0331297,0.109202,275,300.0
-0.0314231,0.130381,275,300.0
-0.0315756,0.11607,275,300.0
-0.0262693,0.127861,275,300.0
-0.03567,0.125454,275,300.0
-0.0356436,0.114014,275,300.0
-0.0466499,0.12093,275,300.0
-0.0432662,0.111269,275,300.0
-0.0901624,0.091474,275,300.0
-0.0986518,0.0966779,275,300.0
-0.10132,0.083557,275,300.0
-0.100051,0.0829507,275,300.0
-0.106479,0.099499,275,300.0
-0.0985328,0.105045,275,300.0
-0.0891358,0.0851838,275,300.0
-0.0867632,0.100165,275,300.0
-0.0799213,0.106563,275,300.0
-0.0884166,0.109178,275,300.0
-0.0727214,0.0911553,275,300.0
0.262485,0.100803,275,300.0
0.270846,0.114218,275,300.0
0.258157,0.112061,275,300.0
0.266292,0.124205,275,300.0
0.2496,0.114322,275,300.0
0.246676,0.12304,275,300.0
0.239949,0.116176,275,300.0
0.257004,0.103078,275,300.0
0.258007,0.124721,275,300.0
0.23771,0.105741,275,300.0
0.24622,0.104524,275,300.0
0.240449,0.0996262,275,300.0
0.254277,0.0977962,275,300.0
0.259679,0.0958145,275,300.0
0.259101,0.0978542,275,300.0
0.262466,0.0965872,275,300.0
0.243601,0.0894358,275,300.0
0.244448,0.0842359,275,300.0
0.246041,0.0864772,275,300.0
0.247858,0.0842995,275,300.0
0.260436,0.0920727,275,300.0
-0.0137378,0.138314,275,300.0
-0.0133834,0.13377,275,300.0
-0.012085,0.137323,275,300.0
-0.0302826,0.134556,275,300.0
-0.00275797,0.120962,275,300.0
-0.0091623,0.136509,275,300.0
-0.00527421,0.114158,275,300.0
-0.11639,0.00250983,275,300.0
-0.101909,-0.00178753,275,300.0
-0.112461,0.0109165,275,300.0
-0.0995663,-0.00154023,275,300.0
-0.106219,0.0182534,275,300.0
-0.102073,0.0339941,275,300.0
-0.101589,0.0265079,275,300.0
-0.116692,0.0160172,275,300.0
-0.121432,0.014891,275,300.0
-0.120122,0.0140283,275,300.0
-0.120475,0.0188966,275,300.0
-0.0927589,0.0171691,275,300.0
-0.0948804,0.0294707,275,300.0
-0.10868,0.0205923,275,300.0
0.192395,0.173893,275,300.0
0.19379,0.177819,275,300.0
0.19177,0.179179,275,300.0
0.182083,0.169058,275,300.0
0.183641,0.167247,275,300.0
0.18144,0.168131,275,300.0
0.197717,0.165523,275,300.0
0.201274,0.16764,275,300.0
0.204804,0.16292,275,300.0
0.193115,0.152014,275,300.0
0.201705,0.157392,275,300.0
0.191568,0.161262,275,300.0
0.190865,0.165743,275,300.0
0.181395,0.166454,275,300.0
0.186885,0.154622,275,300.0
0.218675,0.170933,275,300.0
0.211174,0.168404,275,300.0
0.220328,0.168507,275,300.0
0.211914,0.159105,275,300.0
0.208244,0.158107,275,300.0
0.223062,0.151941,275,300.0
0.225596,0.152893,275,300.0
0.224556,0.153951,275,300.0
0.225979,0.154825,275,300.0
0.224513,0.169364,275,300.0
-0.128023,-0.0206916,275,300.0
-0.135421,-0.0293646,275,300.0
-0.130768,-0.030781,275,300.0
-0.130689,-0.0356066,275,300.0
0.0846037,0.0630121,275,327.493
0.146157,-0.0114049,275,309.836
0.144739,-0.0177842,275,301.361
0.14951,-0.0158449,275,302.409
0.162713,-0.0115811,275,307.446
0.155205,-0.0148746,275,302.73
0.159983,-0.0176702,275,300.889
0.154047,-0.0191544,275,300.598
0.157676,-0.021801,275,300.411
0.147067,-0.0189419,275,300.913
0.147167,-0.00668911,275,314.965
0.152366,-0.0116023,275,305.846
0.155573,-0.011227,275,306.23
0.16326,-0.00809691,275,310.832
0.158605,-0.00792615,275,310.966
0.155608,-0.00227215,275,331.668
0.152971,-0.00230735,275,332.129
0.0525437,-0.0153561,275,303.533
0.0518547,-0.0134577,275,303.991
0.0505876,-0.0137188,275,303.78
0.0561036,-0.0141468,275,303.226
0.0519973,-0.0127678,275,304.266
0.0437952,-0.0162359,275,302.04
0.034385,-0.0166295,275,301.572
0.0447326,-0.0225315,275,300.551
0.0471324,-0.0176325,275,301.348
0.043463,-0.00957176,275,310.035
0.11407,-0.0614488,275,300.0
0.113807,-0.061472,275,300.0
0.113839,-0.0619706,275,300.0
0.18518,0.192214,275,300.0
0.185194,0.198085,275,300.0
0.179361,0.196252,275,300.0
0.180193,0.191267,275,300.0
0.17832,0.200275,275,300.0
0.176752,0.198515,275,300.0
0.178763,0.198075,275,300.0
0.181225,0.21,275,300.0
0.18209,0.208721,275,300.0
0.184824,0.201498,275,300.0
0.173898,0.194635,275,300.0
0.171526,0.192436,275,300.0
0.174386,0.208495,275,300.0
0.172647,0.201843,275,300.0
0.171143,0.194173,275,300.0
-0.0587467,0.183759,275,300.0
-0.0596466,0.173271,275,300.0
-0.0553553,0.178693,275,300.0
-0.0576287,0.186207,275,300.0
-0.0495876,0.182628,275,300.0
-0.0534286,0.174517,275,300.0
-0.0580621,0.170651,275,300.0
-0.058752,0.18716,275,300.0
-0.0475507,0.171161,275,300.0
-0.046613,0.178425,275,300.0
-0.0509616,0.187779,275,300.0
-0.0577793,0.188535,275,300.0
-0.046493,0.184832,275,300.0
-0.175767,0.0066072,275,300.0
-0.174603,0.00536088,275,300.0
-0.174986,0.00760617,275,300.0
-0.176389,0.00792664,275,300.0
-0.180973,0.00170058,275,300.0
-0.176315,-0.000284588,275,300.0
-0.181343,0.00665141,275,300.0
-0.173063,0.00753906,275,300.0
-0.174394,0.0106332,275,300.0
-0.178851,0.0119901,275,300.0
-0.182311,0.0125611,275,300.0
-0.168091,0.010503,275,300.0
-0.172601,0.0191137,275,300.0
-0.170924,-0.000118404,275,300.0
-0.166194,0.00679798,275,300.0
0.0507765,-0.0123242,275,304.939
0.0520063,-0.0118541,275,305.565
0.043033,-0.00835046,275,311.267
0.0444583,-0.00834102,275,311.199
0.0519128,-0.00543191,275,318.233
0.0543344,-0.00828219,275,310.774
0.0562397,-0.0259043,275,300.117
0.0609143,-0.0178148,275,301.42
0.0504254,-0.0212492,275,300.768
0.0620079,-0.016089,275,301.738
0.0609119,-0.0147108,275,303.333
0.0180754,-0.0543007,275,300.0
0.0183357,-0.054218,275,300.0
0.0178158,-0.0533002,275,300.0
0.0178106,-0.0541855,275,300.0
0.0180155,-0.0545605,275,300.0
0.309564,0.194838,275,300.0
0.309047,0.195761,275,300.0
0.309174,0.194772,275,300.0
0.309785,0.195057,275,300.0
0.309703,0.194678,275,300.0
-0.148128,-0.0425504,275,300.0
-0.147033,-0.0388448,275,300.0
-0.149649,-0.0383913,275,300.0
-0.159856,-0.0373845,275,300.0
-0.158598,-0.0407558,275,300.0
-0.163164,-0.0380957,275,300.0
-0.160986,-0.0386801,275,300.0
-0.148833,-0.0334338,275,300.0
-0.157947,-0.033379,275,300.0
-0.16209,-0.0340452,275,300.0
0.270445,0.184449,275,300.0
0.273029,0.186307,275,300.0
0.271569,0.187313,275,300.0
0.27066,0.187569,275,300.0
0.271995,0.188483,275,300.0
-0.182537,-0.0525538,275,300.0
-0.182376,-0.0535641,275,300.0
-0.181726,-0.0532502,275,300.0
-0.172266,-0.0420872,275,300.0
-0.179443,-0.0373755,275,300.0
-0.1764,-0.0441072,275,300.0
-0.18332,-0.0441426,275,300.0
-0.181593,-0.036316,275,300.0
-0.183083,-0.0533429,275,300.0
-0.189961,-0.0457646,275,300.0
-0.189575,-0.0461909,275,300.0
0.058216,0.21,275,301.554
0.0578376,0.209118,275,301.475
0.0587399,0.209519,275,301.667
0.0594865,0.21,275,301.903
0.0610842,0.193956,275,301.858
0.0613111,0.193945,275,301.904
0.0643029,0.198007,275,303.344
0.0612881,0.193767,275,301.896
0.065955,0.204397,275,304.356
0.0435147,-0.0073793,275,314.576
0.0424912,-0.00788729,275,312.361
0.0308966,-0.00482664,275,320.255
0.0305141,-0.00469753,275,320.864
0.0304421,-0.00511533,275,319.54
0.0419028,-0.00844894,275,310.964
0.0388636,0.0,275,339.937
0.0364526,-0.00121982,275,334.636
0.035625,0.0,275,339.936
0.370319,0.200416,275,300.0
0.36914,0.195031,275,300.0
0.37269,0.196931,275,300.0
0.372856,0.198493,275,300.0
0.36512,0.21,275,300.0
0.364868,0.209512,275,300.0
0.365454,0.209414,275,300.0
0.365382,0.21,275,300.0
0.367746,0.204469,275,300.0
0.367027,0.203525,275,300.0
0.369016,0.203791,275,300.0
0.369625,0.20616,275,300.0
0.372176,0.21,275,300.0
0.372843,0.208541,275,300.0
0.359882,0.20175,275,300.0
0.374016,0.204157,275,300.0
-0.175653,-0.0165282,275,300.0
-0.174984,-0.0216615,275,300.0
-0.184939,-0.0286326,275,300.0
-0.185946,-0.0267578,275,300.0
-0.181658,-0.0341918,275,300.0
-0.181558,-0.0352841,275,300.0
-0.179639,-0.0341222,275,300.0
-0.180093,-0.0277814,275,300.0
0.0587431,-0.00104277,275,336.292
0.0507481,-0.00400378,275,323.174
0.0580556,0.0,275,339.945
0.0475,0.0,275,339.939
0.141829,-0.0123911,275,308.351
0.1425,0.0,275,339.941
0.139619,-0.00509162,275,321.731
0.145563,-0.00450958,275,322.37
0.141308,-0.00752347,275,313.489
0.151136,0.0,275,339.934
0.248304,-0.081097,275,300.0
0.242901,-0.0831145,275,300.0
0.245245,-0.0859796,275,300.0
0.241186,-0.0874124,275,300.0
0.242262,-0.09,275,300.0
0.240232,-0.0749389,275,300.0
0.238475,-0.0816245,275,300.0
0.242864,-0.0750043,275,300.0
0.251774,-0.0892038,275,300.0
0.25016,-0.09,275,300.0
0.249352,-0.0788602,275,300.0
0.252668,-0.09,275,300.0
0.25301,-0.0893668,275,300.0
0.251478,-0.0798437,275,300.0
-0.0925739,0.194408,275,300.0
-0.0839433,0.193088,275,300.0
-0.0862025,0.199625,275,300.0
-0.0920491,0.196453,275,300.0
-0.0932348,0.194698,275,300.0
-0.0874038,0.187522,275,300.0
-0.0936852,0.19351,275,300.0
-0.0938685,0.185064,275,300.0
-0.0820464,0.19689,275,300.0
-0.0796532,0.185226,275,300.0
-0.0790465,0.187657,275,300.0
-0.0804778,0.194008,275,300.0
-0.089448,0.182784,275,300.0
0.38,-0.09,275,300.0
0.0550724,0.0464902,275,336.992
0.049,0.05,275,339.886
0.049,0.045,275,339.896
0.049,0.04,275,339.905
0.0558011,0.0448689,275,336.646
0.373254,-0.0722039,275,300.0
0.373337,-0.0724339,275,300.0
0.38,-0.0699418,275,300.0
0.38,-0.0674883,275,300.0
0.38,-0.0763673,275,300.0
0.19,0.03,275,339.911
0.109282,0.03,275,339.96
0.1075,0.0334737,275,336.768
0.103789,0.03,275,339.96
0.38,0.124024,275,300.0
0.38,0.131642,275,300.0
0.372624,0.128593,275,300.0
0.38,0.137916,275,300.0
0.372784,0.129066,275,300.0
0.38,-0.0321575,275,300.0
0.37748,-0.0351394,275,300.0
0.374443,-0.0430623,275,300.0
0.38,-0.0409307,275,300.0
0.38,-0.0469617,275,300.0
-0.19,0.189942,275,300.0
0.12373,0.0336747,275,338.285
0.1205,0.03,275,339.959
0.120935,0.03,275,339.959
0.127646,0.0379301,275,336.346
0.128032,0.0376072,275,336.493
0.131445,0.03,275,339.956
-0.151102,-0.09,275,300.0
-0.15048,-0.09,275,300.0
-0.150889,-0.0897182,275,300.0
0.331554,0.205414,275,300.0
0.33509,0.21,275,300.0
0.325898,0.21,275,300.0
0.0576985,0.0324445,275,339.223
0.049,0.03,275,339.934
0.0591772,0.03,275,339.95
0.0518423,0.0383316,275,339.103
0.0564938,0.0438743,275,336.54
0.0557412,0.0370934,275,337.799
0.127908,0.0381277,275,336.301
0.046,0.03,275,339.927
0.144,0.03,275,339.93
0.147598,0.03855,275,333.78
0.144,0.04,275,339.905
0.153803,0.0329094,275,334.694
0.154984,0.03,275,339.936
0.151857,0.0373897,275,326.369
0.374197,-0.0832881,275,300.0
0.371996,-0.09,275,300.0
0.375568,-0.0817691,275,300.0
0.376881,-0.0800894,275,300.0
0.38,-0.0784536,275,300.0
0.373287,-0.0735861,275,300.0
0.38,0.199786,275,300.0
0.374248,0.197991,275,300.0
0.38,0.192801,275,300.0
0.38,0.21,275,300.0
-0.18087,-0.0833514,275,300.0
-0.180935,-0.0829193,275,300.0
-0.181375,-0.0828179,275,300.0
-0.171195,-0.09,275,300.0
-0.180068,-0.0834918,275,300.0
-0.178107,-0.09,275,300.0
-0.181589,-0.09,275,300.0
-0.19,-0.09,275,300.0
-0.19,-0.0797858,275,300.0
-0.19,0.21,275,300.0
-0.182088,0.203844,275,300.0
-0.179671,0.209473,275,300.0
-0.179444,0.21,275,300.0
0.046,0.04,275,339.904
0.04025,0.038148,275,330.285
0.0377693,0.036035,275,329.36
0.0350158,0.03,275,339.933
0.0383136,0.0375736,275,326.96
0.0371668,0.0376066,275,326.084
0.141,0.04,275,339.911
0.138811,0.0376491,275,339.173
0.141,0.03,275,339.939
0.134363,0.0326889,275,339.094
0.3774,0.20196,275,300.0
0.38,0.015956,275,300.0
0.37854,0.0152128,275,300.0
0.38,0.0145677,275,300.0
0.294005,-0.09,275,300.0
0.292135,-0.0859108,275,300.0
0.289212,-0.09,275,300.0
0.176582,-0.00297705,275,328.047
0.177107,0.0,275,339.924
0.173345,0.0,275,339.925
0.178602,0.0,275,339.923
0.198937,-0.09,275,300.0
0.199415,-0.09,275,300.0
0.199185,-0.0895757,275,300.0
0.181466,-0.09,275,300.0
0.180243,-0.0865334,275,300.0
0.178327,-0.09,275,300.0
0.158976,-0.09,275,300.0
0.159647,-0.0883498,275,300.0
0.154595,-0.0844394,275,300.0
0.151034,-0.09,275,300.0
0.160525,-0.09,275,300.0
-0.0201269,-0.09,275,300.0
-0.0140712,-0.09,275,300.0
-0.0163054,-0.0850002,275,300.0
-0.00609142,-0.09,275,300.0
-0.00791528,-0.0883625,275,300.0
0.239854,-0.09,275,300.0
0.212635,0.21,275,300.0
0.216141,0.204206,275,300.0
0.218588,0.21,275,300.0
0.183412,0.21,275,300.0
0.250721,0.21,275,300.0
0.255321,0.201857,275,300.0
0.261042,0.21,275,300.0
0.255476,0.201728,275,300.0
0.261218,0.21,275,300.0
0.141,0.06,275,339.876
0.126659,0.21,275,303.174
0.121149,0.21,275,305.772
0.12294,0.202402,275,304.648
0.114946,0.21,275,310.16
0.0535864,-0.09,275,300.0
0.0514213,-0.0875318,275,300.0
0.0468877,-0.09,275,300.0
0.106875,0.0,275,339.952
0.107177,-0.0007331,275,337.48
0.107955,0.0,275,339.952
0.0912792,-0.00799141,275,313.571
0.095,0.0,275,339.952
0.0844444,0.0,275,339.951
0.0229028,-0.0881009,275,300.0
0.022093,-0.09,275,300.0
0.0241304,-0.09,275,300.0
0.032907,-0.09,275,300.0
0.0288384,-0.0855742,275,300.0
0.0194396,-0.00654782,275,315.91
0.0220429,-0.0049176,275,321.892
0.0166548,0.0,275,339.927
0.0128929,0.0,275,339.924
-0.0810899,0.21,275,300.0
-0.0832216,0.21,275,300.0
-0.0823149,0.208865,275,300.0
-0.0169277,0.21,275,300.0
-0.0171824,0.21,275,300.0
-0.017511,0.20903,275,300.0
-0.0243616,0.21,275,300.0
-0.0226373,0.203648,275,300.0
-0.19,0.0393951,275,300.0
-0.19,0.0351979,275,300.0
-0.187531,0.0369901,275,300.0
0.0942609,-0.09,275,300.0
0.0967044,-0.085176,275,300.0
0.0946054,-0.0840598,275,300.0
0.0902851,-0.09,275,300.0
0.0986462,-0.09,275,300.0
0.103975,-0.09,275,300.0
0.0991693,-0.0840998,275,300.0
0.155477,-0.0815449,275,300.0
0.154375,0.0,275,339.932
0.0409782,-0.09,275,300.0
0.0435213,-0.09,275,300.0
0.0425839,-0.0887718,275,300.0
0.0464464,-0.0815705,275,300.0
0.0444624,-0.0865775,275,300.0
-0.0347802,-0.09,275,300.0
-0.036521,-0.0850455,275,300.0
-0.0398494,-0.09,275,300.0
-0.0432086,-0.09,275,300.0
-0.0445058,-0.0886636,275,300.0
-0.0488412,-0.09,275,300.0
-0.074881,-0.09,275,300.0
-0.0770482,-0.087599,275,300.0
-0.0797561,-0.09,275,300.0
-0.0654882,-0.09,275,300.0
-0.0710327,-0.0853255,275,300.0
-0.0730707,-0.082494,275,300.0
-0.0921386,-0.09,275,300.0
-0.095,-0.0842753,275,300.0
-0.0976536,-0.09,275,300.0
-0.11362,-0.09,275,300.0
-0.116333,-0.083315,275,300.0
-0.120105,-0.087274,275,300.0
-0.120701,-0.09,275,300.0
-0.121867,-0.09,275,300.0
-0.19,0.0247464,275,300.0
-0.183403,0.0298724,275,300.0
-0.183258,0.0311275,275,300.0
-0.19,0.0296357,275,300.0
-0.182358,0.0314166,275,300.0
-0.19,-0.0320695,275,300.0
-0.19,-0.0281977,275,300.0
-0.19,-0.0253959,275,300.0
-0.187095,-0.00101789,275,300.0
-0.19,0.00206555,275,300.0
-0.19,-0.00215085,275,300.0
-0.19,-0.00402439,275,300.0
7.49e-16,0.03,275,339.91
-0.00384766,0.0231312,275,323.869
5.06e-16,0.02,275,339.914
-0.00229012,0.00816889,275,329.16
2.49e-16,0.0098558,275,339.915
-0.0384124,0.21,275,300.0
-0.0361679,0.204795,275,300.0
-0.0341744,0.21,275,300.0
-0.00593592,0.21,275,300.0
-0.00877368,0.21,275,300.0
-0.00581402,0.20543,275,300.0
0.0017622,0.21,275,300.0
-0.00137465,0.204987,275,300.0
-0.030099,0.21,275,300.0
-0.0283418,0.204479,275,300.0
-0.0292652,0.204268,275,300.0
-0.0306836,0.203263,275,300.0
-0.0285474,0.203577,275,300.0
-0.0219771,0.201376,275,300.0
-0.0560509,0.21,275,300.0
-0.053257,0.20292,275,300.0
-0.0506585,0.21,275,300.0
-0.19,0.0941649,275,300.0
-0.19,0.118474,275,300.0
-0.189937,0.118752,275,300.0
-0.19,0.118808,275,300.0
-0.184518,0.110095,275,300.0
-0.19,0.105432,275,300.0
0.0537956,0.205845,275,300.676
0.0572734,0.21,275,301.442
0.0505567,0.21,275,300.434
0.0447518,0.21,275,300.158
0.0414469,0.21,275,300.054
0.0419169,0.205373,275,300.052
0.0317413,0.21,275,300.007
0.0329927,0.208773,275,300.012
0.0399683,0.201892,275,300.036
0.0678255,0.203272,275,305.027
0.0679959,0.20314,275,305.131
0.0728093,0.21,275,308.068
0.0703448,0.21,275,306.569
0.0654481,0.21,275,303.766
0.0800968,0.21,275,313.298
0.0806888,0.205261,275,313.727
0.0830553,0.21,275,314.818
0.0760918,0.21,275,310.42
0.046,0.06,275,339.872
0.049,0.06,275,339.872
0.0467853,0.0674449,275,317.991
0.0173989,-0.00814996,275,308.844
0.00279135,-0.09,275,300.0
0.00644558,-0.09,275,300.0
0.00403862,-0.0883483,275,300.0
0.0209218,-0.0882143,275,300.0
0.0189148,-0.09,275,300.0
0.0820455,0.0,275,339.951
0.07125,0.0,275,339.95
0.0767118,-0.00773661,275,313.991
0.0996009,-0.00695828,275,315.86
0.105556,0.0,275,339.952
0.11875,0.0,275,339.95
0.115694,-0.00590541,275,318.697
0.114387,-0.00722003,275,314.256
0.115772,-0.00716566,275,314.36
0.0604545,0.0,275,339.946
0.059375,0.0,275,339.945
0.0601252,-0.000962118,275,336.817
0.0685084,-0.00485922,275,324.147
0.0775192,-0.09,275,300.0
0.0802069,-0.09,275,300.0
0.0793199,-0.087813,275,300.0
0.0701339,-0.0865792,275,300.0
0.0670167,-0.09,275,300.0
0.0709304,-0.09,275,300.0
0.073028,-0.0817867,275,300.0
0.0769399,-0.081689,275,300.0
0.0805084,-0.0821594,275,300.0
0.0877322,-0.0863504,275,300.0
0.0818061,-0.09,275,300.0
0.106982,0.21,275,315.003
0.108013,0.20674,275,314.379
0.113361,0.208308,275,311.152
0.113951,0.21,275,310.796
0.105221,0.21,275,315.669
0.130761,0.21,275,301.798
0.134145,0.206268,275,300.928
0.137737,0.21,275,300.615
0.142525,0.0667732,275,319.01
0.197701,0.208869,275,300.0
0.198171,0.21,275,300.0
0.197059,0.21,275,300.0
0.167103,0.21,275,300.001
0.158798,0.21,275,300.007
0.163955,0.202093,275,300.002
0.144214,0.21,275,300.184
0.141235,0.205295,275,300.389
0.14552,0.206074,275,300.103
0.147827,0.21,275,300.074
0.156127,0.208236,275,300.011
0.15342,0.202027,275,300.017
0.163062,0.201629,275,300.003
0.156814,0.21,275,300.01
0.154015,0.21,275,300.034
0.151154,0.205634,275,300.029
0.147126,0.202659,275,300.081
0.240216,0.21,275,300.0
0.230694,0.21,275,300.0
0.237214,0.202652,275,300.0
0.25542,0.201647,275,300.0
0.255569,0.201667,275,300.0
0.261294,0.21,275,300.0
0.261258,0.209917,275,300.0
0.215273,0.201891,275,300.0
0.217967,0.201916,275,300.0
0.229046,0.21,275,300.0
0.222576,0.205329,275,300.0
0.226117,-0.09,275,300.0
0.223633,-0.0866247,275,300.0
0.222436,-0.09,275,300.0
0.214883,-0.09,275,300.0
0.215656,-0.0892091,275,300.0
0.19,0.01,275,339.914
0.19,0.0,275,339.908
0.193066,0.007231,275,326.216
0.372845,0.087767,275,300.0
0.38,0.0848021,275,300.0
0.38,0.0903643,275,300.0
0.38,0.0952536,275,300.0
0.373019,0.0892148,275,300.0
0.373089,0.0862215,275,300.0
0.38,0.0806049,275,300.0
